Year,Day,hh,mm,ss,mss,ns,RangeRate(km/s)
2016,240,17,13,27,700,0,-1.35107344
2016,240,17,13,28,700,0,-1.29549175
2016,240,17,13,29,700,0,-1.23965154
2016,240,17,13,30,700,0,-1.18357195
2016,240,17,13,31,700,0,-1.12724405
2016,240,17,13,32,700,0,-1.07072179
2016,240,17,13,33,700,0,-1.01397534
2016,240,17,13,34,700,0,-0.95702048
2016,240,17,13,35,700,0,-0.89989918
2016,240,17,13,36,700,0,-0.84259418
2016,240,17,13,37,700,0,-0.7850931
2016,240,17,13,38,700,0,-0.72745882
2016,240,17,13,39,700,0,-0.66966224
2016,240,17,13,40,700,0,-0.6117615
2016,240,17,13,41,700,0,-0.55368567
2016,240,17,13,42,700,0,-0.49551827
2016,240,17,13,43,700,0,-0.43725479
2016,240,17,13,44,700,0,-0.37890481
2016,240,17,13,45,700,0,-0.32047426
2016,240,17,13,46,700,0,-0.26196735
2016,240,17,13,47,700,0,-0.2034245
2016,240,17,13,48,700,0,-0.14482354
2016,240,17,13,49,700,0,-0.08621396
2016,240,17,13,50,700,0,-0.02756225
2016,240,17,13,51,700,0,0.03108788
2016,240,17,13,52,700,0,0.08973404
2016,240,17,13,53,700,0,0.14833771
2016,240,17,13,54,700,0,0.20694248
2016,240,17,13,55,700,0,0.26550217
2016,240,17,13,56,700,0,0.32399758
2016,240,17,13,57,700,0,0.38241781
2016,240,17,13,58,700,0,0.44077884
2016,240,17,13,59,700,0,0.49904275
2016,240,17,14,0,700,0,0.55720456
2016,240,17,14,1,700,0,0.61525613
2016,240,17,14,2,700,0,0.67317675
2016,240,17,14,3,700,0,0.73096102
2016,240,17,14,4,700,0,0.78859721
2016,240,17,14,5,700,0,0.84608752
2016,240,17,14,6,700,0,0.90339045
2016,240,17,14,7,700,0,0.96053805
2016,240,17,14,8,700,0,1.01749193
2016,240,17,14,9,700,0,1.07421659
2016,240,17,14,10,700,0,1.13075386
2016,240,17,14,11,700,0,1.18706138
2016,240,17,14,12,700,0,1.24313995
2016,240,17,14,13,700,0,1.29897537
2016,240,17,14,14,700,0,1.3545819
2016,240,17,14,15,700,0,1.4099221
2016,240,17,14,16,700,0,1.46498125
2016,240,17,14,17,700,0,1.51977486
2016,240,17,14,18,700,0,1.57425577
2016,240,17,14,19,700,0,1.62847222
2016,240,17,14,20,700,0,1.68238276
2016,240,17,14,21,700,0,1.73596581
2016,240,17,14,22,700,0,1.78927366
2016,240,17,14,23,700,0,1.84222072
2016,240,17,14,24,700,0,1.89485827
2016,240,17,14,25,700,0,1.9471632
2016,240,17,14,26,700,0,1.99910605
2016,240,17,14,27,700,0,2.0506967
2016,240,17,14,28,700,0,2.10196785
2016,240,17,14,29,700,0,2.15285162
2016,240,17,14,30,700,0,2.20336558
2016,240,17,14,31,700,0,2.253529
2016,240,17,14,32,700,0,2.30332415
2016,240,17,14,33,700,0,2.35271186
2016,240,17,14,34,700,0,2.40171905
2016,240,17,14,35,700,0,2.45034031
2016,240,17,14,36,700,0,2.49857258
2016,240,17,14,37,700,0,2.54641473
2016,240,17,14,38,700,0,2.59387749
2016,240,17,14,39,700,0,2.64091448
2016,240,17,14,40,700,0,2.68755156
2016,240,17,14,41,700,0,2.73378832
2016,240,17,14,42,700,0,2.7796181
2016,240,17,14,43,700,0,2.82502038
2016,240,17,14,44,700,0,2.87000989
2016,240,17,14,45,700,0,2.91461761
2016,240,17,14,46,700,0,2.95880195
2016,240,17,14,47,700,0,3.0025486
2016,240,17,14,48,700,0,3.04586842
2016,240,17,14,49,700,0,3.08880338
2016,240,17,14,50,700,0,3.1313061
2016,240,17,14,51,700,0,3.17340671
2016,240,17,14,52,700,0,3.21506836
2016,240,17,14,53,700,0,3.25632662
2016,240,17,14,54,700,0,3.29714299
2016,240,17,14,55,700,0,3.33756277
2016,240,17,14,56,700,0,3.37755398
2016,240,17,14,57,700,0,3.41712488
2016,240,17,14,58,700,0,3.45630619
2016,240,17,14,59,700,0,3.49505426
2016,240,17,15,0,700,0,3.53339342
2016,240,17,15,1,700,0,3.57131394
2016,240,17,15,2,700,0,3.60882633
2016,240,17,15,3,700,0,3.64592841
2016,240,17,15,4,700,0,3.68263277
2016,240,17,15,5,700,0,3.7189304
2016,240,17,15,6,700,0,3.75481712
2016,240,17,15,7,700,0,3.79029685
2016,240,17,15,8,700,0,3.82540837
2016,240,17,15,9,700,0,3.86010371
2016,240,17,15,10,700,0,3.89441185
2016,240,17,15,11,700,0,3.92831739
2016,240,17,15,12,700,0,3.96181875
2016,240,17,15,13,700,0,3.99497821
2016,240,17,15,14,700,0,4.02772361
2016,240,17,15,15,700,0,4.06008748
2016,240,17,15,16,700,0,4.09208207
2016,240,17,15,17,700,0,4.12368266
2016,240,17,15,18,700,0,4.15493382
2016,240,17,15,19,700,0,4.18581224
2016,240,17,15,20,700,0,4.21631564
2016,240,17,15,21,700,0,4.24646103
2016,240,17,15,22,700,0,4.27624252
2016,240,17,15,23,700,0,4.30565427
2016,240,17,15,24,700,0,4.33474304
2016,240,17,15,25,700,0,4.36344667
2016,240,17,15,26,700,0,4.39183178
2016,240,17,15,27,700,0,4.41984548
2016,240,17,15,28,700,0,4.44753439
2016,240,17,15,29,700,0,4.47488554
2016,240,17,15,30,700,0,4.50190258
2016,240,17,15,31,700,0,4.52859897
2016,240,17,15,32,700,0,4.554944
2016,240,17,15,33,700,0,4.5809825
2016,240,17,15,34,700,0,4.60669209
2016,240,17,15,35,700,0,4.63208463
2016,240,17,15,36,700,0,4.65716024
2016,240,17,15,37,700,0,4.6819314
2016,240,17,15,38,700,0,4.70639383
2016,240,17,15,39,700,0,4.73054454
2016,240,17,15,40,700,0,4.75442516
2016,240,17,15,41,700,0,4.77796948
2016,240,17,15,42,700,0,4.80122859
2016,240,17,15,43,700,0,4.82421708
2016,240,17,15,44,700,0,4.84691823
2016,240,17,15,45,700,0,4.86932691
2016,240,17,15,46,700,0,4.89143259
2016,240,17,15,47,700,0,4.91330104
2016,240,17,15,48,700,0,4.93487588
2016,240,17,15,49,700,0,4.95616078
2016,240,17,15,50,700,0,4.97719691
2016,240,17,15,51,700,0,4.99798841
2016,240,17,15,52,700,0,5.0184931
2016,240,17,15,53,700,0,5.03874076
2016,240,17,15,54,700,0,5.05875931
2016,240,17,15,55,700,0,5.07850671
2016,240,17,15,56,700,0,5.09799128
2016,240,17,15,57,700,0,5.11725101
2016,240,17,15,58,700,0,5.13628641
2016,240,17,15,59,700,0,5.155047
2016,240,17,16,0,700,0,5.17357388
2016,240,17,16,1,700,0,5.19188997
2016,240,17,16,2,700,0,5.20995409
2016,240,17,16,3,700,0,5.22782674
2016,240,17,16,4,700,0,5.24543703
2016,240,17,16,5,700,0,5.2628412
2016,240,17,16,6,700,0,5.2800325
2016,240,17,16,7,700,0,5.29700055
2016,240,17,16,8,700,0,5.31375721
2016,240,17,16,9,700,0,5.33031201
2016,240,17,16,10,700,0,5.34664761
2016,240,17,16,11,700,0,5.36277143
2016,240,17,16,12,700,0,5.37872502
2016,240,17,16,13,700,0,5.39443917
2016,240,17,16,14,700,0,5.4099977
2016,240,17,16,15,700,0,5.42532098
2016,240,17,16,16,700,0,5.44048809
2016,240,17,16,17,700,0,5.45544602
2016,240,17,16,18,700,0,5.4702082
2016,240,17,16,19,700,0,5.48483041
2016,240,17,16,20,700,0,5.49924123
2016,240,17,16,21,700,0,5.51345538
2016,240,17,16,22,700,0,5.52750084
2016,240,17,16,23,700,0,5.54138967
2016,240,17,16,24,700,0,5.55510568
2016,240,17,16,25,700,0,5.56862863
2016,240,17,16,26,700,0,5.58200993
2016,240,17,16,27,700,0,5.59520702
2016,240,17,16,28,700,0,5.60825787
2016,240,17,16,29,700,0,5.6211395
2016,240,17,16,30,700,0,5.63385518
2016,240,17,16,31,700,0,5.64642195
2016,240,17,16,32,700,0,5.65885388
2016,240,17,16,33,700,0,5.67110992
2016,240,17,16,34,700,0,5.68322027
2016,240,17,16,35,700,0,5.69517178
2016,240,17,16,36,700,0,5.70697239
2016,240,17,16,37,700,0,5.71865588
2016,240,17,16,38,700,0,5.73018274
2016,240,17,16,39,700,0,5.74157529
2016,240,17,16,40,700,0,5.75284346
2016,240,17,16,41,700,0,5.76394087
2016,240,17,16,42,700,0,5.77489724
2016,240,17,16,43,700,0,5.78575161
2016,240,17,16,44,700,0,5.79647693
2016,240,17,16,45,700,0,5.80705748
2016,240,17,16,46,700,0,5.81749913
2016,240,17,16,47,700,0,5.82783817
2016,240,17,16,48,700,0,5.83803358
2016,240,17,16,49,700,0,5.84809993
2016,240,17,16,50,700,0,5.85807362
2016,240,17,16,51,700,0,5.86791093
2016,240,17,16,52,700,0,5.87761712
2016,240,17,16,53,700,0,5.88722858
2016,240,17,16,54,700,0,5.89672498
2016,240,17,16,55,700,0,5.9060808
2016,240,17,16,56,700,0,5.91535861
2016,240,17,16,57,700,0,5.92450784
2016,240,17,16,58,700,0,5.93353528
2016,240,17,16,59,700,0,5.94249404
2016,240,17,17,0,700,0,5.95133413
2016,240,17,17,1,700,0,5.96004718
2016,240,17,17,2,700,0,5.96867488
2016,240,17,17,3,700,0,5.977187
2016,240,17,17,4,700,0,5.98561017
2016,240,17,17,5,700,0,5.99391622
2016,240,17,17,6,700,0,6.00213999
2016,240,17,17,7,700,0,6.01026702
2016,240,17,17,8,700,0,6.01828259
2016,240,17,17,9,700,0,6.02622428
2016,240,17,17,10,700,0,6.03407443
2016,240,17,17,11,700,0,6.04181518
2016,240,17,17,12,700,0,6.04949511
2016,240,17,17,13,700,0,6.05706151
2016,240,17,17,14,700,0,6.0645493
2016,240,17,17,15,700,0,6.07193308
2016,240,17,17,16,700,0,6.07922833
2016,240,17,17,17,700,0,6.08646681
2016,240,17,17,18,700,0,6.09360176
2016,240,17,17,19,700,0,6.10065184
2016,240,17,17,20,700,0,6.10763529
2016,240,17,17,21,700,0,6.11451987
2016,240,17,17,22,700,0,6.12133942
2016,240,17,17,23,700,0,6.12806937
2016,240,17,17,24,700,0,6.13472391
2016,240,17,17,25,700,0,6.14129723
2016,240,17,17,26,700,0,6.14780965
2016,240,17,17,27,700,0,6.15424353
2016,240,17,17,28,700,0,6.16059459
2016,240,17,17,29,700,0,6.16687797
2016,240,17,17,30,700,0,6.17308226
2016,240,17,17,31,700,0,6.17923246
2016,240,17,17,32,700,0,6.18528998
2016,240,17,17,33,700,0,6.19129127
2016,240,17,17,34,700,0,6.1972426
2016,240,17,17,35,700,0,6.20307993
2016,240,17,17,36,700,0,6.20889022
2016,240,17,17,37,700,0,6.21462608
2016,240,17,17,38,700,0,6.2202958
2016,240,17,17,39,700,0,6.22588229
2016,240,17,17,40,700,0,6.23141776
2016,240,17,17,41,700,0,6.23689233
2016,240,17,17,42,700,0,6.24229974
2016,240,17,17,43,700,0,6.24765872
2016,240,17,17,44,700,0,6.25295215
2016,240,17,17,45,700,0,6.25818001
2016,240,17,17,46,700,0,6.26334592
2016,240,17,17,47,700,0,6.26847438
2016,240,17,17,48,700,0,6.27351637
2016,240,17,17,49,700,0,6.27851312
2016,240,17,17,50,700,0,6.28345944
2016,240,17,17,51,700,0,6.28834479
2016,240,17,17,52,700,0,6.29317965
2016,240,17,17,53,700,0,6.29795728
2016,240,17,17,54,700,0,6.30266775
2016,240,17,17,55,700,0,6.30734231
2016,240,17,17,56,700,0,6.31197056
2016,240,17,17,57,700,0,6.31654466
2016,240,17,17,58,700,0,6.32105166
2016,240,17,17,59,700,0,6.32550497
2016,240,17,18,0,700,0,6.32993489
2016,240,17,18,1,700,0,6.3342748
2016,240,17,18,2,700,0,6.33861991
2016,240,17,18,3,700,0,6.34291345
2016,240,17,18,4,700,0,6.34709253
2016,240,17,18,5,700,0,6.35126842
2016,240,17,18,6,700,0,6.35541159
2016,240,17,18,7,700,0,6.35947975
2016,240,17,18,8,700,0,6.36349594
2016,240,17,18,9,700,0,6.36749075
2016,240,17,18,10,700,0,6.37144598
2016,240,17,18,11,700,0,6.37534864
2016,240,17,18,12,700,0,6.37920393
2016,240,17,18,13,700,0,6.38302332
2016,240,17,18,14,700,0,6.38678961
2016,240,17,18,15,700,0,6.39051745
2016,240,17,18,16,700,0,6.39420252
2016,240,17,18,17,700,0,6.39786681
2016,240,17,18,18,700,0,6.40145821
2016,240,17,18,19,700,0,6.40502156
2016,240,17,18,20,700,0,6.40856506
2016,240,17,18,21,700,0,6.41204254
2016,240,17,18,22,700,0,6.41549076
2016,240,17,18,23,700,0,6.41890681
2016,240,17,18,24,700,0,6.42228062
2016,240,17,18,25,700,0,6.42560453
2016,240,17,18,26,700,0,6.42889459
2016,240,17,18,27,700,0,6.43216327
2016,240,17,18,28,700,0,6.43539037
2016,240,17,18,29,700,0,6.43857684
2016,240,17,18,30,700,0,6.44174352
2016,240,17,18,31,700,0,6.44485976
2016,240,17,18,32,700,0,6.44792703
2016,240,17,18,33,700,0,6.45097605
2016,240,17,18,34,700,0,6.45399703
2016,240,17,18,35,700,0,6.45696803
2016,240,17,18,36,700,0,6.45992238
2016,240,17,18,37,700,0,6.46284442
2016,240,17,18,38,700,0,6.46571649
2016,240,17,18,39,700,0,6.46856257
2016,240,17,18,40,700,0,6.47136908
2016,240,17,18,41,700,0,6.47417819
2016,240,17,18,42,700,0,6.47692328
2016,240,17,18,43,700,0,6.47964964
2016,240,17,18,44,700,0,6.4823401
2016,240,17,18,45,700,0,6.48499411
2016,240,17,18,46,700,0,6.48762627
2016,240,17,18,47,700,0,6.49023184
2016,240,17,18,48,700,0,6.49279738
2016,240,17,18,49,700,0,6.49536131
2016,240,17,18,50,700,0,6.49786962
2016,240,17,18,51,700,0,6.50034714
2016,240,17,18,52,700,0,6.50279922
2016,240,17,18,53,700,0,6.50524603
2016,240,17,18,54,700,0,6.50764974
2016,240,17,18,55,700,0,6.51001587
2016,240,17,18,56,700,0,6.51236022
2016,240,17,18,57,700,0,6.51469617
2016,240,17,18,58,700,0,6.51697802
2016,240,17,18,59,700,0,6.51923695
2016,240,17,19,0,700,0,6.52150268
2016,240,17,19,1,700,0,6.52371638
2016,240,17,19,2,700,0,6.52590763
2016,240,17,19,3,700,0,6.52808595
2016,240,17,19,4,700,0,6.53020904
2016,240,17,19,5,700,0,6.5323264
2016,240,17,19,6,700,0,6.53441617
2016,240,17,19,7,700,0,6.53650602
2016,240,17,19,8,700,0,6.53854476
2016,240,17,19,9,700,0,6.54057052
2016,240,17,19,10,700,0,6.54256402
2016,240,17,19,11,700,0,6.54452735
2016,240,17,19,12,700,0,6.5464537
2016,240,17,19,13,700,0,6.54839671
2016,240,17,19,14,700,0,6.55032619
2016,240,17,19,15,700,0,6.55217759
2016,240,17,19,16,700,0,6.55403059
2016,240,17,19,17,700,0,6.55587625
2016,240,17,19,18,700,0,6.55770633
2016,240,17,19,19,700,0,6.55948638
2016,240,17,19,20,700,0,6.56126183
2016,240,17,19,21,700,0,6.56302995
2016,240,17,19,22,700,0,6.56474131
2016,240,17,19,23,700,0,6.56644493
2016,240,17,19,24,700,0,6.56813857
2016,240,17,19,25,700,0,6.56981721
2016,240,17,19,26,700,0,6.57145309
2016,240,17,19,27,700,0,6.57309842
2016,240,17,19,28,700,0,6.57468226
2016,240,17,19,29,700,0,6.57629062
2016,240,17,19,30,700,0,6.57787186
2016,240,17,19,31,700,0,6.57940526
2016,240,17,19,32,700,0,6.58096259
2016,240,17,19,33,700,0,6.58246262
2016,240,17,19,34,700,0,6.58396324
2016,240,17,19,35,700,0,6.58543156
2016,240,17,19,36,700,0,6.58687282
2016,240,17,19,37,700,0,6.58832342
2016,240,17,19,38,700,0,6.58974283
2016,240,17,19,39,700,0,6.59113306
2016,240,17,19,40,700,0,6.59254468
2016,240,17,19,41,700,0,6.59388075
2016,240,17,19,42,700,0,6.59523507
2016,240,17,19,43,700,0,6.59658419
2016,240,17,19,44,700,0,6.59789641
2016,240,17,19,45,700,0,6.59918464
2016,240,17,19,46,700,0,6.60046088
2016,240,17,19,47,700,0,6.60173872
2016,240,17,19,48,700,0,6.60297172
2016,240,17,19,49,700,0,6.60420585
2016,240,17,19,50,700,0,6.60540821
2016,240,17,19,51,700,0,6.60662409
2016,240,17,19,52,700,0,6.60780246
2016,240,17,19,53,700,0,6.60895224
2016,240,17,19,54,700,0,6.61011869
2016,240,17,19,55,700,0,6.61125542
2016,240,17,19,56,700,0,6.61236983
2016,240,17,19,57,700,0,6.61347538
2016,240,17,19,58,700,0,6.61455694
2016,240,17,19,59,700,0,6.61562712
2016,240,17,20,0,700,0,6.61669203
2016,240,17,20,1,700,0,6.61773668
2016,240,17,20,2,700,0,6.61876622
2016,240,17,20,3,700,0,6.61978842
2016,240,17,20,4,700,0,6.62080916
2016,240,17,20,5,700,0,6.62173982
2016,240,17,20,6,700,0,6.62271726
2016,240,17,20,7,700,0,6.62371661
2016,240,17,20,8,700,0,6.62464001
2016,240,17,20,9,700,0,6.62556801
2016,240,17,20,10,700,0,6.62647056
2016,240,17,20,11,700,0,6.62740069
2016,240,17,20,12,700,0,6.6282496
2016,240,17,20,13,700,0,6.62914489
2016,240,17,20,14,700,0,6.63001206
2016,240,17,20,15,700,0,6.63086251
2016,240,17,20,16,700,0,6.63172395
2016,240,17,20,17,700,0,6.63250471
2016,240,17,20,18,700,0,6.63330733
2016,240,17,20,19,700,0,6.63410781
2016,240,17,20,20,700,0,6.63489063
2016,240,17,20,21,700,0,6.63569118
2016,240,17,20,22,700,0,6.63645422
2016,240,17,20,23,700,0,6.63717669
2016,240,17,20,24,700,0,6.63788296
2016,240,17,20,25,700,0,6.63861529
2016,240,17,20,26,700,0,6.63932476
2016,240,17,20,27,700,0,6.64003057
2016,240,17,20,28,700,0,6.6407056
2016,240,17,20,29,700,0,6.64140774
2016,240,17,20,30,700,0,6.64206045
2016,240,17,20,31,700,0,6.64277306
2016,240,17,20,32,700,0,6.64335128
2016,240,17,20,33,700,0,6.64400972
2016,240,17,20,34,700,0,6.64464998
2016,240,17,20,35,700,0,6.64524386
2016,240,17,20,36,700,0,6.64580489
2016,240,17,20,37,700,0,6.64639618
2016,240,17,20,38,700,0,6.64699166
2016,240,17,20,39,700,0,6.64756162
2016,240,17,20,40,700,0,6.64810241
2016,240,17,20,41,700,0,6.64866038
2016,240,17,20,42,700,0,6.64920842
2016,240,17,20,43,700,0,6.64973521
2016,240,17,20,44,700,0,6.6502151
2016,240,17,20,45,700,0,6.65071112
2016,240,17,20,46,700,0,6.65120613
2016,240,17,20,47,700,0,6.6517068
2016,240,17,20,48,700,0,6.65216384
2016,240,17,20,49,700,0,6.65258543
2016,240,17,20,50,700,0,6.65308664
2016,240,17,20,51,700,0,6.6535197
2016,240,17,20,52,700,0,6.65393716
2016,240,17,20,53,700,0,6.65438167
2016,240,17,20,54,700,0,6.65476163
2016,240,17,20,55,700,0,6.65519674
2016,240,17,20,56,700,0,6.65557983
2016,240,17,20,57,700,0,6.65596085
2016,240,17,20,58,700,0,6.65631788
2016,240,17,20,59,700,0,6.65671036
2016,240,17,21,0,700,0,6.65708978
2016,240,17,21,1,700,0,6.65740525
2016,240,17,21,2,700,0,6.65768993
2016,240,17,21,3,700,0,6.65809693
2016,240,17,21,4,700,0,6.65839987
2016,240,17,21,5,700,0,6.65877149
2016,240,17,21,6,700,0,6.65903332
2016,240,17,21,7,700,0,6.65934352
2016,240,17,21,8,700,0,6.65962514
2016,240,17,21,9,700,0,6.65988224
2016,240,17,21,10,700,0,6.66004567
2016,240,17,21,11,700,0,6.66041576
2016,240,17,21,12,700,0,6.6607161
2016,240,17,21,13,700,0,6.6609696
2016,240,17,21,14,700,0,6.66120592
2016,240,17,21,15,700,0,6.66142138
2016,240,17,21,16,700,0,6.66166182
2016,240,17,21,17,700,0,6.66193145
2016,240,17,21,18,700,0,6.66214537
2016,240,17,21,19,700,0,6.66243685
2016,240,17,21,20,700,0,6.66256071
2016,240,17,21,21,700,0,6.72699971
2016,240,17,21,22,700,0,6.76213064
2016,240,17,21,27,0,0,2.97264131
2016,240,17,21,28,0,0,2.97267935
2016,240,17,21,29,0,0,2.9729026
2016,240,17,21,30,0,0,2.9729128
2016,240,17,21,31,0,0,2.97294657
2016,240,17,21,32,0,0,2.97302492
2016,240,17,21,33,0,0,2.97311106
2016,240,17,21,34,0,0,2.97312512
2016,240,17,21,35,0,0,2.97324591
2016,240,17,21,36,0,0,2.97321046
